Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Iceland,ISL,,71.92028046,,,,73.21955872,75.21134186,78.77178192,,,79.94965363,81.46475983,,83.62460327,85.79724121,,90.40943146,,94.11019897,94.09078217,,98.40540314,99.97234344,101.8654633,101.0209732,100.4395294,101.1895828,,111.6688232,111.4850082,112.4188919,113.2514114,116.6978531,119.9573822,109.3479996,109.6655807,109.6664505,109.7649307,108.088829,108.1484222,109.9661484,110.5684814,113.3432312,123.8169632,122.3198471,120.2645187,116.968399,114.6798172,113.7833176,110.0452118,108.8781662,112.9996109,110.1785507,
Israel,ISR,,,,74.68572235,76.74680328,77.56707001,78.20168304,78.49018097,79.64025116,82.06099701,84.78605652,,,88.1676712,88.76183319,89.53369141,87.42159271,87.2461319,86.89359283,87.12119293,86.41768646,87.54234314,88.66201782,89.16586304,89.070961,,,,,96.85151672,98.10218048,97.56404114,98.74059296,97.3927536,97.33571625,96.90354919,96.76599884,96.51750183,95.84101868,96.7854538,97.52896118,97.06208801,97.01959991,97.27030182,96.85913849,96.50524139,97.26032257,96.81472778,97.26273346,96.88218689,96.64417267,97.38910675,96.89698792,
Italy,ITA,,55.48273849,57.39086151,59.84247971,62.11693954,63.40459061,66.30976868,67.83693695,69.09918213,69.6713562,70.07032013,69.97122955,70.26850891,71.06530762,72.27313995,73.53469086,74.89779663,76.06304169,77.18631744,78.53720856,80.64351654,81.3168335,82.94465637,84.51920319,89.22875977,90.95606232,92.25721741,92.90258026,93.0166626,94.1519928,92.84879303,96.09703827,97.03598785,98.17429352,98.7184906,98.82906342,99.11884308,99.36318207,99.83155823,99.87661743,101.0483704,101.0195923,99.97553253,100.5412064,100.5332794,100.5699081,100.3215866,100.2852936,100.7014389,100.9297104,101.0735779,101.2457123,100.9243698,
Jamaica,JAM,,,,54.67266083,50.42835999,62.63756943,67.02519226,67.13559723,,69.3890686,74.10620117,71.36782074,,66.73464966,64.47451782,65.76190948,65.45953369,64.11856842,68.19770813,68.41358185,,72.04213715,,66.77848053,,,,,,80.7325592,79.77748871,79.09229279,79.07945251,79.76899719,85.22531891,85.82991791,,89.58899689,90.83291626,91.73731232,93.0407486,94.83522034,,89.44185638,90.63784027,90.03044891,92.88140869,89.5792923,87.68422699,88.45435333,85.43113708,88.12439728,83.90128326,86.60111237
Jordan,JOR,,31.83713913,33.46871948,35.82569122,39.42956161,44.33705902,49.64653015,54.86141968,60.23052979,65.44827271,69.41526794,71.90661621,74.73213196,75.91870117,77.20892334,79.46797943,78.2713623,77.08046722,77.06652069,75.08535004,74.7505188,76.970047,81.90081787,83.32628632,85.23075867,,88.45120239,,,89.69165039,83.05815887,,84.95922852,85.05840302,84.63067627,85.53842163,88.35800934,89.50344086,90.51307678,,90.19255066,90.56578064,89.99694061,90.005867,91.98265076,,,91.51370239,92.489151,92.54255676,93.08583832,92.84403229,93.49884796,93.19094086
Japan,JPN,,89.29129028,90.42414856,91.30374146,92.47772217,92.89924622,92.75791168,93.13149261,92.80728912,96.03324127,93.28176117,94.08083344,95.14804077,95.9256134,96.38420105,93.85668945,96.33416748,96.59964752,97.03729248,97.62097931,98.12519836,99.56529999,100.6473007,101.3050919,104.8600006,105.2737579,,,106.2076721,106.34729,,,,,,,,,,,,,,102.0347137,101.9906693,102.3008728,101.5527267,102.1241226,102.5603027,102.6811676,102.8291931,102.3170395,102.4779282,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,91.71051025,,,,92.9039917,88.77266693,89.87606812,91.01767731,,,,,,97.80799103,,,,99.71637761,100.3490867,100.9498311,100.6220329,102.5653086,103.6446707,103.1334339,102.3188159,102.1845546,101.608422,94.16490337,95.4900459,95.6261309,97.12830547
Kenya,KEN,10.84521008,11.3956604,12.41248989,13.01817036,14.08541965,15.46794033,,,,,23.26370049,22.97263908,22.81744957,23.98991013,25.89826012,32.37866974,33.04959869,35.32973862,35.32086945,,,,,,,,,,,38.62720871,39.16889191,39.67203903,40.29634857,43.56787109,45.06745911,45.83248138,46.91677094,47.29352188,54.40013885,54.71506119,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,105.9176636,,,,,104.3873978,,,98.86306763,101.4834137,100.9960785,98.95619965,,,,,,,79.36403656,80.08217621,79.46845245,78.33719635,83.2154007,82.04032135,81.30335236,82.4066925,82.92787933,,87.03549194,86.27291181,86.82245737,86.7749222,87.32353686,89.1730534,89.64671551,91.36745284,90.72374069,91.29697444,91.57524267,92.36710035,94.05675473,93.80955079,92.56240597
Cambodia,KHM,,5.452690125,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04061031,12.43873024,13.53857994,15.20137978,18.56958008,22.41090965,26.1581192,,35.73340988,39.3309288,42.78039932,,,,,,,,,51.44914802,54.30484482,55.8520737,57.49042892,63.00798854,63.78540181,64.0098881
Kiribati,KIR,8.611789703,8.99682045,9.006210327,9.430649757,10.38554001,9.626669884,,11.97916985,16.89038086,21.48213005,24.06406021,19.50753975,19.61733055,19.71326065,21.11561966,24.03762054,25.61797905,28.23529053,30.25230026,31.4973793,34.80847168,36.61972046,39.87108994,,,42.97470093,46.17663956,,46.65819168,61.20616913,67.78601074,80.41486359,84.48840332,91.87661743,92.07041931,88.70896149,88.35334778,88.04174805,84.8012619,,,,,,,,,,,,,92.5094986,94.12503815,99.96710205
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,69.14144897,73.7991333,76.51457977,80.07618713,85.49884033,84.56140137,,,86.71083069,86.76470947,,,,,,,105.7117767,96.02967072,94.11508179,95.18763733,91.39251709,92.41091919,,109.4192276,110.5940628,109.059227,105.7826538,107.8187332,91.58464813,127.5982132,111.4620514,115.1945267,117.4603195,,,,,117.2683487,,
"Korea, Rep.",KOR,,31.26131058,34.54478073,37.21199036,40.71697998,43.49837112,46.5317688,50.87376022,55.51665115,61.12477875,69.64589691,76.53814697,77.35517883,78.4879303,82.43544769,83.66265106,84.93372345,88.30322266,86.54338074,87.98661804,88.50254059,88.96446991,89.26779938,91.0305481,92.8585968,94.89505005,96.99220276,95.50292969,94.72695923,95.23161316,98.21060944,97.94381714,97.40448761,97.20585632,97.23993683,97.57273102,96.90879059,96.78463745,96.4076004,96.92414093,97.31141663,97.46173859,97.28575134,97.6339798,98.35305786,98.37322998,98.45348358,98.77144623,98.8866806,97.92514038,96.61901093,97.79962158,97.66739655,
Kuwait,KWT,,48.49308014,50.0857811,50.23165131,49.82806015,50.15829849,51.92414856,60.7327919,63.82970047,66.50537872,68.99899292,71.21453094,75.06864166,79.00070953,82.7301712,84.40438843,85.19670868,79.65180206,75.05075073,69.80185699,64.92772675,,51.8044281,51.34619141,66.40084076,89.09371185,93.08898163,89.88020325,88.7192688,88.84129333,89.68382263,91.63957977,,100.0447998,104.9634628,113.9736099,103.8918076,102.4112625,102.2529068,101.9891968,101.8686676,98.79808044,99.85243225,96.00367737,93.3477478,99.5715332,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,24.7952404,26.35088921,29.64160919,31.79814911,37.65613937,40.73907852,43.83679962,45.87522888,47.41925812,48.18695831,49.07958984,50.20230103,51.29133987,52.12136078,52.84151077,53.15140915,54.93053055,55.87154007,56.82463074,57.71828079,58.5467186,59.40499878,60.3355484,61.2730217,62.52558136,64.12406921,65.81304169,67.2390213,69.87767029,72.3351593,74.03914642,75.90725708,89.83838654,87.40670776,89.19962311,89.63565063,84.50415802,89.39785004,90.74330902,91.78897095,92.72518158,93.13141632,93.01170349,97.54437256,97.65746307,97.73834991,98.74368286,99.03482819,100.1304016,100.2651901,99.7230835,100.5880966,99.94812012,99.88803101
Lao PDR,LAO,,1.979419947,2.446799994,3.122080088,,,,7.526609898,10.17232037,12.47408009,13.88519955,14.95242023,,,,,17.3197403,,19.55051041,,18.50592995,,15.7448101,16.70965958,18.39221954,19.09674072,19.28487015,20.72796059,22.98557091,25.5802002,27.54698944,29.53853989,32.24757004,35.04584122,37.15839005,38.1113205,38.51234818,39.54088974,41.01422882,42.76976013,44.4697113,43.65270688,46.45888901,50.096451,55.71648026,60.08416623,62.58417433,63.83095434,64.05888802,62.9424748,60.75532524,58.45661381,55.98915586,53.36783019
Lebanon,LBN,,32.99776077,,35.60295105,,,,,,,,,59.67034912,,,52.62937927,,,,,,,53.81777954,,54.38541031,58.38634872,59.12340164,60.02920914,66.05800629,,,,,,,,,,,,,,,,,,,,,,,,,68.88114929
Liberia,LBR,4.251239777,4.568160057,5.342299938,,,8.040650368,6.985499859,,11.90408993,12.63391018,12.76721001,,,,,,,,,,,,,,,,,,,23.63406944,29.12759972,,,,,,,,,,,39.61162949,,,32.09669876,31.5759697,,,,,37.0826416,,,
Libya,LBY,,9.865659714,12.27418041,17.15619087,23.29080963,28.10717964,35.37432861,41.07286835,44.75762939,49.10588837,51.74356842,50.56364822,,56.94099045,,,71.74227905,,,,,,,,,,,,,,,,114.9154434,109.6155319,,100.8249664,104.6871796,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,,28.20661926,28.67625999,,,,33.3158989,,,,31.15979004,35.59193039,36.26737976,37.71648026,49.14970016,53.97808075,54.77289963,,,56.66828156,57.27069092,65.57621765,74.38548279,,,,75.64131927,,75.5789032,81.48148346,83.10037994,85.73622894,87.31001282,78.25023651,90.97068024,95.74784088,98.15912628,100.3202362,101.0609436,98.69094086,97.28530121,94.32302856,92.90724182,92.02178192,92.21270752,91.79286957,90.99716949,90.68293762,88.89597321,89.55417633,,91.73580933,92.03980255
Latin America & Caribbean,LCN,26.9930191,28.44957924,31.70467949,33.89300919,39.38293839,42.21342087,45.20386887,47.18984985,48.76313019,49.57966995,50.43764114,51.51610947,52.25204849,53.46075821,54.24084854,54.68167114,56.37239075,57.22887039,58.12371826,58.84463882,59.5309906,60.75246811,61.6411705,62.07331085,63.24803925,64.75978851,66.36505127,67.61726379,70.17346191,72.48174286,74.26705933,76.19661713,89.17207336,87.02118683,88.76882935,89.25984955,84.68125153,89.16741943,90.47084808,91.43511963,92.39074707,92.79396057,92.77867126,97.46766663,97.54696655,97.58950806,98.37180328,98.59397888,99.7224884,99.99726105,99.56976318,100.5467072,100.0593185,100.0110321
Least developed countries: UN classification,LDC,8.296250343,8.254199982,8.374440193,8.579859734,8.608719826,8.746870041,8.862070084,8.763990402,9.008259773,9.423810005,10.39896965,10.02721977,10.97984028,11.79329967,12.38167953,12.22572994,12.55449009,12.74892044,13.09873962,13.36919975,13.16633034,14.18292046,15.05426979,15.85921955,16.83530998,18.56373024,19.60835075,20.56541061,21.99856949,23.09620094,24.3645401,25.5315094,26.76000977,27.27458,27.05612946,28.00991058,29.10557938,30.06987953,31.56459999,33.19393921,35.25041962,36.61664963,38.20460129,39.68225098,40.98587036,42.03554916,43.43933868,43.96152878,44.83890152,44.88201904,45.49951935,45.42504883,45.09870911,
Low income,LIC,14.79074001,14.87429047,15.05132008,15.28511047,15.34554005,15.5233202,15.84768009,16.33019066,16.99844933,17.59013939,18.14295959,18.66929054,19.46063042,19.74533081,19.67015076,19.39069939,19.11278915,18.86927032,18.85030937,18.45870972,18.14071083,18.03676987,17.65781021,17.49975014,17.41859055,18.33979034,18.26251984,18.26618958,18.67674065,18.9320507,19.34341049,20.12290955,20.98719978,22.59273911,23.54747963,24.65341949,26.15146065,27.22014046,29.02317047,30.51683998,31.96062088,33.36063004,34.50281143,34.06344986,34.59949875,35.03290939,35.38652039,35.93801117,36.24903107,36.35482025,36.73926926,37.20145035,37.11185074,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1712494,103.8596497,99.65254211,99.65705872,99.38524628,100.2708206,97.84657288,100,101.0673828,101.4656906,,103.2742233,101.7217636,101.9067764,105.0651169,101.6411438,110.0074692,110.2040787,109.0909119,,
Sri Lanka,LKA,,,,,,,49.96886063,,,,,57.05762863,57.90851974,59.87868881,62.08713913,63.62322998,66.69972992,81.90899658,83.95796204,85.72672272,86.75939941,86.51033783,87.95320129,88.52442169,90.79654694,89.99330902,,,,,,,,,,,,,,,93.95069885,96.1027832,97.51809692,98.09863814,96.34285556,97.41876916,96.72627319,97.67460948,99.41622243,,,93.222995,91.95163038,
Lower middle income,LMC,16.30056953,16.40926933,16.85889053,17.32064056,17.70737076,18.18424988,18.65547943,19.22270966,19.85536003,20.65974998,21.6431694,22.33732033,23.16700935,25.05393982,25.2403698,26.25388908,27.17280006,27.49739075,27.69301033,27.95278931,29.3698101,31.04776001,32.60572052,34.04748154,35.0544281,35.47969055,35.90063095,36.96704102,37.23550034,37.35966873,38.64904022,40.38455963,41.73440933,44.28102112,45.2943306,46.90246964,47.85670853,49.49319839,51.80535126,52.66912079,55.25114059,57.60525894,59.09619904,61.05146027,63.4272995,63.83940125,64.75618744,64.06404114,65.29573059,65.87624359,66.80814362,67.6102066,68.40554047,67.64948273
Low & middle income,LMY,25.6110096,27.27677917,29.29993057,31.08550072,32.14051056,32.71107101,33.61426926,34.80001831,35.20743942,34.23162842,32.69089127,31.83942032,31.34746933,31.78590012,31.94049072,33.00614929,34.06005859,35.37332916,36.20243835,36.72225189,37.52754974,38.93478012,40.37887955,41.63090134,42.67655182,43.77714157,45.07759857,46.41677856,47.62139893,48.48863983,49.61965179,51.51673889,53.75331879,55.15018845,56.44694138,57.71208954,58.64833069,60.84210968,62.75870895,64.33737946,65.94087982,67.53370667,68.34676361,69.98091888,71.14505768,71.12236023,71.36476135,70.9462204,71.71169281,72.13754272,72.50698853,73.12610626,73.55341339,73.09143066
Lesotho,LSO,13.01084042,7.900640011,8.666339874,11.00963974,,12.87977982,13.80969048,14.62250042,14.72887039,17.85387039,18.98278046,20.81509972,21.27396011,23.77046967,24.1944809,24.4901104,25.37977982,27.62291908,28.53829002,28.06451988,27.8569603,26.85910988,28.45771027,29.37561035,32.10802841,,33.20925903,34.36772156,34.61378098,33.58646011,33.2954483,34.78076935,36.08673096,36.9545517,39.47074127,41.907341,43.26692963,47.24023819,51.07606888,56.36426163,61.97491837,64.74669647,66.82824707,64.50856781,65.3412556,66.76067934,64.68726349,68.35701568,,,,,,
Late-demographic dividend,LTE,,,,,,56.20537949,55.83366013,55.20048904,53.24459076,49.65280914,44.94797897,42.1049614,39.82479095,38.71276093,38.74954987,39.86333084,40.82320023,43.27412033,45.00368118,46.14685822,47.19963074,49.46026993,51.98075104,53.81726837,55.20882034,56.87504959,59.44620895,61.2060585,63.5860405,65.16400909,66.23931885,68.36914063,72.30700684,72.27114868,74.43821716,76.78053284,77.99105072,82.02036285,85.33660126,89.4804306,90.76376343,92.0079422,92.23742676,94.54032898,93.62834167,92.58676147,91.84603882,91.56381989,92.38008881,93.40776825,93.44245148,94.41294098,94.72910309,95.23293304
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,80.67867279,,82.12155914,84.27838135,86.36689758,87.26950836,90.40058899,96.55097961,99.29354095,101.3289566,103.7052231,102.5793228,104.1657562,106.6622009,106.7779694,106.1659698,104.7501907,104.1203995,104.5554504,104.1540222,106.4457169,100.1411896,100.0287628,99.68875885,100.8872223,101.501152,102.3568192,104.9419098,107.6621017,105.1734085,
Luxembourg,LUX,,45.08972931,45.38068008,46.52336884,47.73513031,57.85168076,58.77529144,60.4333992,61.22909164,61.94408035,63.69866943,63.26585007,72.49796295,72.65344238,73.220047,,76.90595245,77.91754913,73.27191925,,,,71.53787231,74.94895935,76.59008789,82.28096771,87.49759674,92.43756104,93.52803802,100.5645218,101.5201721,98.18530273,97.94950867,97.59372711,97.048172,96.69654846,96.5267334,96.65583801,97.30214691,,101.5033188,101.8199081,102.3345871,104.8028336,105.4329376,106.3865738,107.9129105,108.2305679,108.7867584,107.631691,107.65242,107.4863892,109.0184479,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,92.30129242,90.70236969,88.24958038,89.70101166,88.41768646,86.27603149,85.08441925,85.75945282,87.1967392,91.38500214,93.53707123,95.32898712,96.06788635,98.83236694,102.4117279,103.948349,105.0117264,105.7597885,99.78134918,102.1149902,103.9788666,104.8457413,112.9356766,112.1997299,111.1741486,110.4340668,110.1625214,108.5845718,107.5708694,106.1996994,106.5402832,105.172348,
"Macao SAR, China",MAC,,18.79787064,21.17437935,26.84030914,27.25284958,,,,,,,,,,,,,,,,62.7147789,,75.54264832,77.77294159,,,,,,75.60186768,78.47032928,83.91622925,87.18096924,90.67414093,94.26925659,93.47393036,93.92497253,94.67954254,90.46389008,90.11663055,91.42675018,94.61521912,96.97515106,97.05951691,100.9276276,101.7746506,101.9779434,98.51851654,93.80291748,91.81752014,89.98592377,88.91999817,89.57051086,91.79873657
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,6.897029877,7.25992012,,8.564949989,9.338850021,11.55512047,12.52295017,14.02099991,15.71700954,17.06562996,18.42712975,20.52622986,22.32342911,23.79871941,25.05821037,26.77120972,28.08786011,29.02765083,28.50196075,29.93380928,28.84016037,29.17690086,29.8654995,30.87681961,31.44197083,31.88015938,32.45331955,32.05635071,32.81505966,34.57981873,36.26716995,38.23474884,40.32447815,43.42802811,45.63700867,48.89698029,52.01234818,53.99420166,56.67029953,58.9209404,61.31097031,63.45323944,,,,,73.91134644,75.17929077,76.79157257,78.78840637,80.34127045,84.69378662,88.98885345
Monaco,MCO,,,118.04245,,,,,,104.2391281,,,,,,,,,,,,,143.8413391,148.4525146,,151.2595825,154.9342041,162.1951141,162.3607941,156.651886,162.2099457,164.388092,,,,,,,,146.9035492,,,,,,,,152.4809265,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1252518,105.8094788,106.3552399,94.11698914,95.4169693,95.03637695,95.90128326,96.21820411,97.39203223,
Madagascar,MDG,,8.364620209,8.45141983,,8.803440094,,,,,,,,,,,,,,17.60861969,17.01658058,16.93497086,,,,,,,,,,,,,,,20.23665047,22.71067047,25.11691093,27.3560791,28.56365013,,34.78305054,36.67974951,,37.55520607,38.02783966,38.00545883,36.75400472,36.7167605,34.73722087,,36.25709657,,
Maldives,MDV,1.34660995,1.486789942,,,,,,,,,,,,,,,,,,,,,,,51.70281982,54.77360153,57.97032166,68.09590912,36.01042175,42.30662918,54.25307083,64.09483337,66.5734787,72.52715302,73.06211853,,,,,,,,,,,,,,78.60365295,72.98236084,,,76.21858039,83.73247365
Middle East & North Africa,MEA,17.96013069,18.07217979,19.87198067,21.12290955,22.37145996,23.9904995,25.99788094,28.10144997,29.77111053,31.11268997,32.34115982,33.51654816,35.09259033,36.36196136,37.63436127,39.09643173,41.1352005,42.45346832,43.37149048,44.79129028,48.0458107,49.0788002,49.51612091,51.39474869,54.22193909,55.53227997,56.25775909,58.2854805,60.56901932,62.62670135,64.17810059,65.48117828,66.6696701,68.0999527,69.24508667,69.34899139,69.72129059,69.10295868,69.62640381,71.00418091,71.87532806,75.28929901,75.75763702,73.32457733,74.22239685,74.37394714,74.83403015,75.05480194,75.56163788,75.98014069,76.62187958,77.42034149,78.92736816,79.62844086
Mexico,MEX,,17.11450958,19.46615982,,23.39920044,24.97563934,26.9668293,32.19031906,34.3579216,36.58029175,39.08372879,44.1464386,49.12097168,51.63768005,54.14559174,53.88167953,56.50479889,56.93302155,56.89741898,56.81415176,55.8728714,55.29096985,54.37535858,55.47121811,57.18416977,59.39104843,61.45671082,63.5484581,67.3169632,69.73819733,71.62851715,73.87802124,76.84053802,81.29891205,82.19628906,83.11192322,85.44898224,87.00507355,89.31018829,89.40265656,90.57965088,91.53067017,93.81227112,96.09092712,100.2760773,104.4953232,106.8244476,109.0833893,110.5109787,110.3866501,107.4803391,103.9725266,104.8212891,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.19210815,,,76.96257782,72.30197906,73.51010132,66.84004974,71.09732819,73.87286377,79.55606842,79.33859253,,,,,,93.52420044,98.43415833,,,117.4628677,121.7445221,124.369751,120.5743713,
Middle income,MIC,26.42404938,28.21668053,30.39788055,32.32786942,33.49271011,34.0879097,34.99552917,36.15647888,36.48236847,35.38562012,33.69388962,32.75476074,32.16991043,32.62556076,32.81526947,33.9859581,35.14450073,36.58354187,37.49702072,38.11384964,39.03866959,40.5947113,42.21223831,43.61360168,44.77941895,45.89746857,47.33206177,48.77761841,50.0430603,50.99000931,52.22314072,54.30463028,56.71007919,58.2015686,59.62519836,61.01866913,62.0302887,64.4796524,66.5593338,68.31159973,70.08361053,71.83188629,72.70295715,74.75556183,76.02368927,76.05567932,76.39777374,75.936203,76.86943054,77.47090912,78.0094223,78.76512146,79.36604309,79.04081726
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,79.85101318,78.06459808,77.45485687,76.87521362,76.22550964,76.15869141,76.59594727,82.19567871,83.03604126,82.9886322,82.7274704,82.2482605,82.70810699,,82.74874115,82.39956665,82.88118744,84.70188141,,85.5202713,83.0644989,82.91233826,84.55056,,83.63128662,82.52748871,81.70436096,81.92256165,84.26631165,91.67128754,
Mali,MLI,,1.955119967,2.225519896,2.354660034,2.646660089,,3.426259995,,4.432240009,4.880660057,4.841810226,3.975009918,4.449130058,3.978169918,4.140779972,,,3.511729956,3.460829973,4.293990135,4.273499966,4.649409771,4.884039879,5.26846981,5.916649818,6.614319801,7.184430122,7.565090179,8.340089798,9.663999557,11.47224045,,,14.27149963,16.44889069,18.20450974,19.69425011,22.58802986,25.03076935,27.71916008,30.77054024,32.80435944,,35.54835892,36.15756989,35.4703598,35.11920929,35.35353088,35.11320877,,,,,38.00471115
Malta,MLT,,50.18711853,54.65679932,57.82154083,58.1313591,67.48394775,72.12155914,69.36846161,69.01438141,67.06845093,71.79676819,67.22994995,71.34398651,73.74807739,74.10797882,76.29019165,74.49288177,72.37799835,72.8657074,73.81633759,76.84606934,77.67327881,81.02371216,81.54650116,81.12062073,84.11985016,86.60227203,86.48606873,87.3776474,84.52137756,90.71910858,88.7702179,90.53450775,92.93092346,101.2322617,99.24565887,95.97332764,97.95404816,99.77892303,,99.73075867,94.67694092,96.58235931,97.65853882,97.9214325,97.61858368,96.16989899,102.4215088,104.6044006,105.4124069,104.4329071,103.6113815,102.90802,
Myanmar,MMR,,16.14500999,16.53782082,,,,19.42178917,18.23771095,18.05657005,,,,,,,,23.36030006,24.3162899,24.46600914,25.88908005,20.59667015,23.29878044,25.61893082,25.93578911,27.16025925,,,,,35.59703827,40.77045822,39.42451859,40.57912827,40.92242813,43.56209183,45.37504959,47.54101944,48.07424164,,51.34572983,53.18642044,,,,58.75849152,,71.4815979,75.94976807,80.43034363,,,,,
Middle East & North Africa (excluding high income),MNA,16.5981102,16.70405006,18.65723038,19.99644089,21.31612015,23.04611969,25.16721916,27.38368988,29.16881943,30.56917,31.71063042,32.81756973,34.30799103,35.45695877,36.63169861,38.01136017,40.0774498,41.39044952,42.2596283,43.66194153,47.14038086,48.16846848,48.47642136,50.31407928,53.01787949,54.07284164,54.7109108,56.74462128,59.07025909,61.12189865,62.60076141,63.87308884,64.95448303,66.36427307,67.40660858,67.2857666,67.72161865,67.04006195,67.53572845,68.94841003,69.75969696,72.93969727,73.64694214,71.07866669,71.71327209,71.63166809,71.94135284,72.16220856,72.59986115,73.1856308,73.96224976,74.79445648,75.34181976,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.34017944,90.93890381,92.13680267,93.04429626,93.16217804,99.49877167,96.19625092,99.59411621,93.35681152,92.93273163,,,92.00227356,90.62029266,90.5475235,91.41770935,92.19676971,92.78983307,93.8239975,93.45081329,95.14523315
Mongolia,MNG,,,,,68.90268707,71.46424103,72.98159027,,,82.25089264,84.76112366,,,89.38023376,,,,,,,,88.64446259,,73.91674042,73.89083862,70.5814209,70.60909271,68.64704132,68.67321014,65.9490509,69.35133362,76.60925293,81.28971863,87.94249725,93.28677368,96.85124207,96.74449921,,,103.5816574,95.85714722,,,,,,,,92.84670593,90.76532568,98.51295774,102.1884188,99.77331316,100.8772967
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,3.229820013,,,,1.815490007,1.959020019,2.505589962,3.218039989,3.078749895,4.461520195,5.248579979,,4.688129902,4.862050056,3.736409903,,,5.445469856,5.455840111,5.523920059,5.692299843,5.63711977,5.954380035,,,,4.167630196,4.846859932,5.469059944,6.860770226,,9.061280251,11.01683998,13.20401955,15.65604019,17.84436989,20.85746956,23.20570946,24.67737007,24.60437965,33.15465927,32.64574814,33.22771072,27.1311835,35.10929108,30.07142283,31.60797096,39.88273522,33.77709659,36.84917521,
Mauritania,MRT,,,,,,,,,,,,4.243279934,,,,,,8.528129578,8.839099884,8.681489944,8.241729736,8.361249924,9.056420326,9.355179787,10.26031017,10.83358002,10.43527031,10.65340042,13.34255028,14.11083984,14.80959988,17.35074997,17.50511932,18.86940002,19.74670982,20.29573059,20.47562981,,16.84357071,17.59547997,18.05648041,19.94749069,23.84248924,27.85824013,27.97603035,28.75350952,30.44738007,30.66996002,34.67977142,37.50915909,36.29335022,,,
Mauritius,MUS,,26.89716911,29.16836929,31.71736908,34.79362106,36.62649155,39.13544083,45.81196976,47.56763077,48.46871185,49.27399063,48.03754044,47.96199036,49.31029129,48.32823181,48.92173004,48.32677841,49.47182083,52.20812988,53.92382813,53.26214981,,,,,,63.03942108,,69.20688629,71.71228027,73.29942322,79.24263763,82.48995209,85.37905884,85.84647369,87.76648712,88.27619934,88.22357178,87.83804321,88.41381836,88.71646881,90.42357635,94.08300018,95.04319763,97.91719055,95.91870117,96.6578598,95.62648773,93.81973267,94.08950043,91.34398651,,,
Malawi,MWI,,,7.172949791,6.467140198,,6.74793005,6.913559914,7.573979855,7.912439823,8.297519684,9.784700394,9.552319527,10.23488045,10.43157959,10.83533955,11.11046028,11.42545033,12.10620022,12.00650024,11.83516026,12.26848984,12.7442503,,12.9094696,11.9830904,18.25836945,18.77619934,,,29.21503067,26.02100945,27.6238308,27.04891968,,25.79984093,25.76799011,27.89731979,27.47192001,29.90904999,31.0976696,32.01974106,33.12361908,32.80876923,35.71171951,37.32736969,37.77428818,35.40179062,36.72132111,37.59918976,31.44346046,,,,
Malaysia,MYS,33.06135941,34.13906097,36.3017807,,44.01372147,,,,,55.07860184,56.09008026,59.23815155,60.03012848,63.87850189,66.76535034,67.36557007,70.21856689,73.24118042,72.17106628,71.77915955,70.74108887,71.29949188,72.99458313,71.95436096,72.42230988,72.46450043,,73.92295074,87.19625854,85.66924286,85.3236618,83.69405365,83.19413757,89.39730072,88.81025696,82.24353027,80.58291626,78.18138885,78.46772766,78.26724243,80.37779999,81.25813293,84.19943237,85.14646912,89.19252014,88.3539505,86.62924957,86.17778015,82.91100311,83.53858948,81.16491699,82.39656595,86.82763157,87.68179818
